,Volcano,SampleID,sample_RMSE_to_regression
735,Puyehue-Cordón Caulle,CAL2A-IV-35,0.0846422340641251
736,Puyehue-Cordón Caulle,RIN2B-IV-30.5,0.10013773570436506
737,Puyehue-Cordón Caulle,CAL2A-VI-34,0.09578439293332279
738,Puyehue-Cordón Caulle,CAL3B-I-29,0.1135431817254819
739,Puyehue-Cordón Caulle,CLD154E,0.0705775818610809
740,Puyehue-Cordón Caulle,CLD239A,0.056553408751219766
741,Puyehue-Cordón Caulle,CLD249A,0.10066812161735429
742,Puyehue-Cordón Caulle,CLD253A,0.06277133200270565
743,Puyehue-Cordón Caulle,CLD255A,0.0812047560463452
744,Puyehue-Cordón Caulle,CLD312B,0.07470467055414806
745,Puyehue-Cordón Caulle,CLD416A,0.08281971168543355
746,Puyehue-Cordón Caulle,"RIN2B-VI-60,5",0.14319706103815508
747,Puyehue-Cordón Caulle,VILLAR1B-II-38.5,0.07675476143272525
748,Puyehue-Cordón Caulle,CAL2A-V-41.5,0.21903907859413257
749,Puyehue-Cordón Caulle,CLD247B,0.07254077216676484
750,Puyehue-Cordón Caulle,47.4-48.6 cm,0.1813351310587276
751,Puyehue-Cordón Caulle,RIN2B-III-22.5,0.13606080363674916
752,Puyehue-Cordón Caulle,RIN2B-IV-42,0.08597659278218792
753,Puyehue-Cordón Caulle,RIN2B-V-18,0.15100772687395297
754,Puyehue-Cordón Caulle,PuT13,0.2423586569318235
755,Puyehue-Cordón Caulle,PuT15,0.14628975368341962
756,Puyehue-Cordón Caulle,PuT17,0.11535280144152792
757,Puyehue-Cordón Caulle,PuT5,0.12763266527934317
758,Puyehue-Cordón Caulle,RuT6,0.0795941822304387
759,Quetrupillán,CLD037A,0.07386960559712777
760,Quetrupillán,CLD038B,0.09746495488048086
761,Quetrupillán,CLD164A,0.18369364876237804
762,Quetrupillán,CLD166B,0.12878850482472853
763,Quetrupillán,CLD166C,0.16914341458093768
764,Quetrupillán,CLD166D,0.1658088759715168
765,Quetrupillán,CLD167A,0.16676230701220598
766,Quetrupillán,CLD168B,0.12481032330082285
767,Quetrupillán,CLD168C,0.10891927001332159
768,Quetrupillán,CLD171A,0.13362917969487093
769,Quetrupillán,CLD171B,0.09803903384240051
770,Quetrupillán,CLD175A,0.08614285407170064
771,Quetrupillán,CLD177B,0.06929751977348166
772,Quetrupillán,CLD179C,0.07941357033440827
773,Quetrupillán,CLD182F,0.12812509729605748
774,Quetrupillán,CLD186A,0.10521590431574024
775,Quetrupillán,CLD402C,0.09072430464081782
